Tanggal,Temperatur,Presipitasi,Kec.Angin,Cuaca,ArahAngin,JarakPandang,Awan,Kelembapan
1/4/2010 4:00,26.2,0.0,3.6,1,230.0,7.0,100.0,89.84
1/4/2010 6:00,26.0,0.0,5.4,2,280.0,3.0,27.5,88.76
1/4/2010 7:00,28.2,0.0,11.2,0,173.0,4.0,20.0,79.58
1/4/2010 8:00,29.0,0.0,7.6,0,260.0,6.0,0.0,74.47
1/4/2010 9:00,31.0,0.0,7.6,2,200.0,8.0,27.5,62.5
1/4/2010 10:00,32.1,0.0,11.2,1,270.0,10.0,80.0,63.86
1/4/2010 12:00,34.0,0.0,13.0,2,330.0,10.5,27.5,52.77
1/4/2010 13:00,33.3,0.0,11.2,2,290.0,10.3,63.3,56.21
1/4/2010 14:00,25.0,0.0,27.7,1,230.0,2.0,89.0,83.45
1/4/2010 17:00,27.0,0.0,5.4,2,110.0,10.5,50.0,88.84
1/4/2010 18:00,26.0,0.0,9.4,2,290.0,10.5,50.0,88.76
1/4/2010 19:00,26.0,0.0,0.0,2,0.0,10.3,63.3,89.12
1/4/2010 22:00,26.1,0.0,9.4,2,300.0,10.3,45.0,85.27
1/4/2010 23:00,25.0,0.0,3.6,2,250.0,10.5,27.5,94.19
1/5/2010 0:00,25.0,0.0,5.4,2,280.0,10.5,27.5,94.19
1/5/2010 1:00,25.2,0.0,0.0,2,0.0,10.3,35.0,93.64
1/5/2010 2:00,25.0,0.0,3.6,2,310.0,10.5,27.5,94.19
1/5/2010 3:00,25.0,0.0,0.0,2,0.0,10.5,27.5,94.19
1/5/2010 7:00,26.1,0.0,3.6,2,270.0,5.0,48.3,92.94
1/5/2010 8:00,28.0,0.0,5.4,2,210.0,5.0,27.5,74.3
1/5/2010 9:00,30.0,0.0,7.6,2,220.0,8.0,27.5,70.29
1/5/2010 10:00,30.2,0.0,10.0,2,180.0,9.0,48.3,67.84
1/5/2010 11:00,31.0,0.0,5.4,2,140.0,10.5,27.5,62.5
1/5/2010 12:00,32.0,0.0,11.2,2,60.0,10.5,50.0,62.71
1/5/2010 13:00,32.3,0.0,14.8,2,50.0,10.3,38.3,60.31
1/5/2010 14:00,32.0,0.0,14.8,2,20.0,10.5,27.5,62.71
1/5/2010 16:00,29.0,0.0,14.8,1,260.0,8.0,92.7,67.32
1/5/2010 17:00,26.0,0.0,16.6,1,230.0,8.0,89.0,73.97
1/5/2010 19:00,26.4,0.4,16.6,4,80.0,8.0,100.0,76.33
1/5/2010 20:00,25.0,0.0,5.4,2,210.0,8.0,50.0,83.45
1/5/2010 22:00,25.1,0.0,6.2,2,260.0,9.0,66.6,84.83
1/6/2010 0:00,24.0,0.0,5.4,2,280.0,9.0,27.5,94.15
1/6/2010 1:00,24.2,0.0,0.0,2,0.0,9.0,45.0,93.59
1/6/2010 4:00,24.2,0.0,3.6,2,230.0,7.0,48.3,94.16
1/6/2010 5:00,24.0,0.0,3.6,2,250.0,6.0,27.5,94.15
1/6/2010 7:00,26.0,0.0,7.6,2,280.0,3.0,26.6,84.74
1/6/2010 8:00,28.0,0.0,9.4,0,250.0,5.0,0.0,69.92
1/6/2010 10:00,30.7,0.0,9.4,1,300.0,7.0,80.0,64.34
1/6/2010 13:00,32.1,0.0,13.0,1,70.0,7.0,90.0,62.73
1/6/2010 14:00,32.0,0.0,11.2,2,70.0,7.0,27.5,55.56
1/6/2010 16:00,26.3,4.0,13.0,5,240.0,4.0,66.6,83.77
1/6/2010 17:00,25.0,0.0,11.2,2,240.0,2.0,50.0,88.68
1/6/2010 19:00,25.0,16.0,14.8,5,290.0,4.0,66.6,89.58
1/6/2010 21:00,25.0,0.0,11.2,2,270.0,5.0,50.0,94.19
1/6/2010 22:00,24.9,3.0,11.2,5,280.0,5.0,66.6,94.56
1/6/2010 23:00,24.0,0.0,9.4,2,240.0,6.0,27.5,94.15
1/7/2010 0:00,24.0,0.0,14.8,2,270.0,6.0,27.5,94.15
1/7/2010 1:00,24.1,0.2,3.6,5,230.0,6.0,51.6,94.15
1/7/2010 2:00,24.0,0.0,11.2,0,290.0,6.0,0.0,94.15
1/7/2010 5:00,24.0,0.0,1.8,0,290.0,7.0,0.0,94.15
1/7/2010 6:00,25.0,0.0,0.0,2,0.0,5.0,27.5,88.68
1/7/2010 7:00,25.9,0.0,0.0,2,0.0,6.0,38.3,90.0
1/7/2010 8:00,27.0,0.0,5.4,2,10.0,8.0,27.5,83.68
1/7/2010 9:00,29.0,0.0,11.2,2,20.0,7.0,27.5,74.47
1/7/2010 10:00,29.3,0.0,6.8,2,53.0,8.0,51.6,75.26
1/7/2010 11:00,29.0,0.0,13.0,2,40.0,8.0,50.0,74.47
1/7/2010 12:00,29.0,0.0,18.4,2,30.0,9.0,50.0,70.11
1/7/2010 13:00,28.2,0.0,22.3,2,30.0,8.0,51.6,75.99
1/7/2010 15:00,27.0,0.0,11.2,2,160.0,8.0,27.5,78.78
1/7/2010 16:00,26.4,0.0,9.4,1,190.0,10.0,100.0,85.13
1/7/2010 17:00,25.0,0.0,9.4,2,180.0,10.5,27.5,83.45
1/7/2010 19:00,25.9,0.0,0.0,2,0.0,10.3,48.3,81.05
1/7/2010 20:00,25.0,0.0,7.6,2,250.0,10.5,27.5,83.45
1/7/2010 21:00,25.0,0.0,3.6,2,280.0,10.5,27.5,88.68
1/7/2010 22:00,25.0,0.0,5.4,2,270.0,10.3,48.3,89.04
1/7/2010 23:00,25.0,0.0,5.4,2,270.0,10.5,27.5,88.68
1/8/2010 0:00,25.0,0.0,9.4,2,250.0,10.5,27.5,88.68
1/8/2010 1:00,24.7,0.0,11.2,1,280.0,10.0,80.0,94.18
1/8/2010 4:00,24.1,0.0,11.2,2,300.0,10.3,48.3,89.51
1/8/2010 5:00,24.0,0.0,9.4,2,260.0,10.5,27.5,88.6
1/8/2010 6:00,24.0,0.0,7.6,2,290.0,10.5,27.5,94.15
1/8/2010 7:00,25.0,0.0,7.6,2,270.0,8.0,48.3,84.82
1/8/2010 8:00,27.0,0.0,5.4,2,260.0,10.5,27.5,74.14
1/8/2010 9:00,28.0,0.0,11.2,2,270.0,10.5,27.5,69.92
1/8/2010 10:00,29.0,0.0,13.0,2,270.0,10.3,48.3,68.0
1/8/2010 13:00,29.0,0.0,9.4,2,220.0,10.3,63.3,77.04
1/8/2010 14:00,30.0,0.0,11.2,2,230.0,10.5,50.0,66.18
1/8/2010 15:00,25.0,0.0,25.9,2,270.0,10.5,50.0,83.45
1/8/2010 16:00,26.0,0.7,9.4,5,290.0,10.3,66.6,85.6
1/8/2010 17:00,26.0,0.0,5.4,2,270.0,10.5,50.0,88.76
1/8/2010 18:00,26.0,0.0,9.4,2,240.0,6.0,50.0,83.57
1/8/2010 19:00,26.0,0.1,7.6,5,240.0,8.0,51.6,81.23
1/8/2010 21:00,25.0,0.0,5.4,2,260.0,10.5,27.5,88.68
1/8/2010 22:00,25.0,0.0,3.6,2,280.0,10.3,48.3,89.04
1/8/2010 23:00,25.0,0.0,5.4,0,280.0,10.0,0.0,88.68
1/9/2010 0:00,25.0,0.0,7.6,0,300.0,10.0,0.0,88.68
1/9/2010 1:00,25.0,0.0,9.4,2,280.0,10.0,40.0,88.68
1/9/2010 2:00,25.0,0.0,9.4,0,270.0,10.0,0.0,88.68
1/9/2010 4:00,24.7,0.0,7.6,1,250.0,5.0,90.0,94.18
1/9/2010 5:00,24.0,0.0,9.4,0,310.0,5.0,0.0,94.15
1/9/2010 7:00,26.0,0.0,13.0,2,260.0,6.0,38.3,84.07
1/9/2010 8:00,27.0,0.0,13.0,2,270.0,8.0,27.5,78.78
1/9/2010 9:00,29.0,0.0,11.2,2,240.0,8.0,27.5,70.11
1/9/2010 10:00,30.0,0.0,14.8,2,270.0,10.3,38.3,63.56
1/9/2010 11:00,31.0,0.0,14.8,2,270.0,10.5,50.0,58.81
1/9/2010 12:00,31.0,0.0,25.9,2,300.0,10.5,27.5,58.81
1/9/2010 13:00,30.1,0.0,37.1,2,310.0,9.0,66.6,62.05
1/9/2010 14:00,27.0,0.0,25.9,2,320.0,7.0,50.0,78.78
1/9/2010 15:00,27.0,0.0,24.1,1,310.0,6.0,89.0,78.78
1/9/2010 16:00,26.2,2.0,15.4,5,260.0,7.0,66.6,83.59
1/9/2010 18:00,24.0,0.0,13.0,1,240.0,4.0,89.0,94.15
1/9/2010 19:00,23.9,10.0,25.3,4,230.0,5.0,92.7,91.32
1/9/2010 20:00,24.0,0.0,16.6,1,250.0,6.0,89.0,88.6
1/9/2010 21:00,24.0,0.0,14.8,1,250.0,9.0,89.0,83.34
1/9/2010 22:00,24.0,1.0,8.8,5,217.0,9.0,66.6,85.57
1/9/2010 23:00,24.0,0.0,5.4,2,280.0,9.0,50.0,83.34
1/10/2010 0:00,23.0,0.0,5.4,2,300.0,9.0,50.0,88.52
1/10/2010 5:00,23.0,0.0,7.6,2,270.0,8.0,27.5,94.11
1/10/2010 6:00,24.1,0.0,7.6,2,250.0,8.0,50.0,88.33
1/10/2010 7:00,24.0,0.0,5.4,2,220.0,8.0,50.0,88.6
1/10/2010 10:00,28.1,0.0,7.6,1,290.0,10.0,90.0,77.05
1/10/2010 11:00,29.0,0.0,7.6,2,230.0,10.5,27.5,65.98
1/10/2010 12:00,30.0,0.0,9.4,2,280.0,10.5,27.5,66.18
1/10/2010 13:00,31.8,0.0,16.6,2,290.0,10.3,63.3,57.81
1/10/2010 15:00,30.0,0.0,14.8,2,300.0,10.5,50.0,66.18
1/10/2010 16:00,28.3,0.0,13.0,2,150.0,10.3,48.3,70.69
1/10/2010 17:00,25.0,0.0,13.0,1,170.0,8.0,89.0,83.45
1/10/2010 20:00,25.0,0.0,0.0,1,0.0,6.0,89.0,94.19
1/10/2010 21:00,25.0,0.0,5.4,2,310.0,7.0,50.0,94.19
1/10/2010 22:00,25.0,1.0,13.0,5,290.0,8.0,46.7,93.82
1/10/2010 23:00,25.0,0.0,7.6,2,300.0,8.0,50.0,94.19
1/11/2010 0:00,25.0,0.0,9.4,2,290.0,8.0,50.0,94.19
1/11/2010 1:00,25.0,0.0,0.0,2,0.0,8.0,66.6,94.19
1/11/2010 3:00,25.0,0.0,14.8,2,310.0,8.0,50.0,94.19
1/11/2010 4:00,24.4,0.0,5.4,2,290.0,8.0,66.6,93.22
1/11/2010 5:00,24.0,0.0,3.6,2,270.0,8.0,50.0,94.15
1/11/2010 7:00,26.0,8.9,11.2,3,280.0,6.0,0.0,85.6
1/11/2010 8:00,28.0,0.0,7.6,0,270.0,6.0,0.0,74.3
1/11/2010 9:00,29.0,0.0,7.6,0,250.0,7.0,0.0,70.11
1/11/2010 10:00,29.1,0.0,7.6,2,210.0,7.0,45.0,74.78
1/11/2010 11:00,31.0,0.0,11.2,2,240.0,8.0,27.5,62.5
1/11/2010 12:00,32.0,0.0,14.8,2,260.0,10.5,27.5,55.56
1/11/2010 13:00,33.0,0.0,20.5,2,260.0,10.3,63.3,52.72
1/11/2010 14:00,33.0,0.0,16.6,2,270.0,10.5,50.0,55.81
1/11/2010 15:00,33.0,0.0,25.9,2,310.0,8.0,50.0,52.52
1/11/2010 16:00,25.7,3.0,9.4,4,180.0,6.0,90.0,86.88
1/11/2010 17:00,26.0,0.0,14.8,2,330.0,5.0,50.0,83.57
1/11/2010 18:00,25.0,0.0,11.2,2,320.0,7.0,50.0,88.68
1/11/2010 19:00,25.1,0.8,9.4,5,280.0,7.0,51.6,89.58
1/11/2010 20:00,25.0,0.0,5.4,2,250.0,7.0,27.5,88.68
1/11/2010 21:00,25.0,0.0,9.4,2,260.0,8.0,27.5,94.19
1/11/2010 22:00,25.9,0.1,5.4,5,260.0,8.0,51.6,85.59
1/11/2010 23:00,25.0,0.0,5.4,2,250.0,8.0,27.5,88.68
1/12/2010 0:00,25.0,0.0,0.0,2,0.0,8.0,27.5,88.68
1/12/2010 1:00,25.2,0.0,0.0,2,0.0,8.0,51.6,89.59
1/12/2010 2:00,25.0,0.0,7.6,2,320.0,8.0,27.5,94.19
1/12/2010 4:00,25.2,0.0,5.0,2,320.0,7.3,51.6,89.59
1/12/2010 5:00,24.0,0.0,9.4,2,290.0,5.0,27.5,94.15
1/12/2010 6:00,25.0,0.0,11.2,0,310.0,4.0,0.0,94.19
1/12/2010 7:00,26.0,0.0,7.6,2,300.0,10.3,35.0,88.59
1/12/2010 8:00,28.0,0.0,5.4,2,230.0,10.5,27.5,74.3
1/12/2010 9:00,30.0,0.0,13.0,2,250.0,10.5,27.5,62.28
1/12/2010 10:00,31.0,0.0,18.4,2,290.0,10.3,45.0,62.24
1/12/2010 11:00,32.0,0.0,22.3,2,280.0,10.5,27.5,55.56
1/12/2010 12:00,32.0,0.0,18.4,2,270.0,10.5,50.0,55.56
1/12/2010 13:00,30.0,0.0,18.4,2,330.0,10.3,63.3,66.99
1/12/2010 14:00,31.0,0.0,31.3,2,320.0,10.5,50.0,66.38
1/12/2010 15:00,25.0,0.0,20.5,2,250.0,6.0,50.0,78.5
1/12/2010 16:00,25.0,0.5,16.6,5,270.0,6.0,66.6,86.02
1/12/2010 17:00,24.0,0.0,13.0,2,330.0,6.0,27.5,88.6
1/12/2010 18:00,25.0,0.0,13.0,2,210.0,7.0,27.5,88.68
1/12/2010 19:00,25.0,2.0,9.4,5,170.0,7.0,51.6,89.93
1/12/2010 20:00,25.0,0.0,5.4,2,220.0,7.0,27.5,88.68
1/12/2010 22:00,25.1,0.0,0.0,2,0.0,7.0,48.3,89.95
1/12/2010 23:00,25.0,0.0,0.0,2,0.0,7.0,27.5,88.68
1/13/2010 0:00,25.0,0.0,0.0,2,0.0,7.0,27.5,88.68
1/13/2010 1:00,24.3,0.0,0.0,0,0.0,7.0,25.0,93.59
1/13/2010 4:00,24.0,0.0,5.4,0,240.0,7.0,0.0,94.15
1/13/2010 5:00,24.0,0.0,11.2,0,290.0,7.0,0.0,94.15
1/13/2010 6:00,24.0,0.0,1.8,2,240.0,7.0,27.5,88.6
1/13/2010 7:00,25.9,0.0,1.2,2,120.0,8.0,38.3,89.46
1/13/2010 8:00,28.0,0.0,13.0,2,280.0,9.0,27.5,74.3
1/13/2010 9:00,30.0,0.0,18.4,2,280.0,10.5,27.5,66.18
1/13/2010 10:00,30.2,0.0,26.5,2,270.0,10.3,45.0,62.83
1/13/2010 11:00,31.0,0.0,24.1,2,290.0,10.5,50.0,66.38
1/13/2010 12:00,32.0,0.0,24.1,2,290.0,10.5,50.0,59.04
1/13/2010 13:00,31.1,0.0,25.9,2,283.0,10.3,60.0,59.68
1/13/2010 16:00,29.0,0.0,35.3,2,310.0,10.3,48.3,66.66
1/13/2010 17:00,29.0,0.0,220.3,2,290.0,10.5,27.5,65.98
1/13/2010 18:00,28.0,0.0,20.5,2,300.0,10.5,27.5,69.92
1/13/2010 19:00,28.0,0.0,20.5,2,290.0,10.3,35.0,71.34
1/13/2010 20:00,27.0,0.0,18.4,2,290.0,10.5,27.5,74.14
1/13/2010 21:00,26.0,0.0,14.8,2,280.0,10.5,27.5,78.64
1/13/2010 22:00,26.1,0.0,18.4,2,260.0,10.3,31.7,80.75
1/13/2010 23:00,26.0,0.0,14.8,2,270.0,10.5,27.5,78.64
1/14/2010 0:00,26.0,0.0,14.8,2,270.0,10.5,27.5,78.64
1/14/2010 1:00,25.2,0.0,11.8,2,280.0,5.3,40.0,84.16
1/14/2010 2:00,25.0,0.0,14.8,2,270.0,10.5,27.5,83.45
1/14/2010 4:00,25.0,0.0,11.2,2,280.0,10.3,31.7,85.17
1/14/2010 5:00,25.0,0.0,9.4,2,280.0,10.5,27.5,88.68
1/14/2010 6:00,25.0,0.0,20.5,2,290.0,10.5,50.0,83.45
1/14/2010 7:00,25.1,0.0,15.4,2,283.0,10.3,63.3,88.16
1/14/2010 8:00,26.0,0.0,20.5,2,280.0,10.5,27.5,83.57
1/14/2010 9:00,28.0,0.0,29.5,2,280.0,10.5,27.5,74.3
1/14/2010 10:00,29.0,0.0,28.9,1,273.0,10.3,89.3,70.52
1/14/2010 11:00,30.0,0.0,38.9,2,280.0,10.5,50.0,62.28
1/14/2010 12:00,31.0,0.0,38.9,2,290.0,10.5,50.0,58.81
1/14/2010 13:00,30.0,0.0,28.9,2,290.0,10.3,63.3,63.56
1/14/2010 14:00,29.0,0.0,31.3,2,320.0,10.5,50.0,65.98
1/14/2010 15:00,29.0,0.0,29.5,2,310.0,10.5,27.5,65.98
1/14/2010 16:00,29.0,0.0,24.7,2,290.0,10.3,48.3,68.0
1/14/2010 19:00,27.1,0.0,23.5,2,283.0,10.3,48.3,67.36
1/14/2010 20:00,27.0,0.0,18.4,2,280.0,10.5,27.5,69.74
1/14/2010 21:00,26.0,0.0,14.8,2,290.0,10.5,27.5,73.97
1/14/2010 22:00,25.3,0.0,13.0,2,280.0,10.3,45.0,79.03
1/15/2010 1:00,25.2,0.0,15.4,2,270.0,10.3,48.3,83.48
1/15/2010 4:00,25.0,0.0,10.0,2,253.0,10.3,48.3,84.48
1/15/2010 5:00,25.0,0.0,9.4,2,260.0,9.0,27.5,83.45
1/15/2010 7:00,25.7,0.0,20.5,1,300.0,10.0,90.0,81.03
1/15/2010 9:00,27.0,0.0,25.9,2,280.0,10.5,27.5,74.14
1/15/2010 10:00,28.9,0.0,25.9,2,290.0,10.3,48.3,71.37
1/15/2010 11:00,30.0,0.0,27.7,2,290.0,10.5,50.0,66.18
1/15/2010 12:00,30.0,0.0,29.5,2,300.0,10.5,27.5,66.18
1/15/2010 13:00,30.1,0.0,35.3,2,310.0,10.3,63.3,65.81
1/15/2010 14:00,29.0,0.0,35.3,2,300.0,10.5,50.0,70.11
1/15/2010 15:00,29.0,0.0,29.5,2,310.0,10.5,50.0,65.98
1/15/2010 16:00,28.1,0.0,27.1,2,293.0,10.3,48.3,70.23
1/15/2010 17:00,28.0,0.0,22.3,2,280.0,10.5,27.5,65.77
1/15/2010 18:00,27.0,0.0,24.1,2,280.0,10.5,27.5,69.74
1/15/2010 19:00,27.0,0.0,14.8,2,277.0,10.3,48.3,74.29
1/15/2010 20:00,26.0,0.0,16.6,2,300.0,10.5,27.5,78.64
1/15/2010 21:00,26.0,0.0,16.6,2,280.0,10.5,27.5,78.64
1/15/2010 22:00,26.1,0.0,18.4,2,273.0,10.3,48.3,78.98
1/15/2010 23:00,26.0,0.0,18.4,2,280.0,10.5,27.5,78.64
1/16/2010 0:00,26.0,0.0,18.4,2,290.0,10.5,27.5,78.64
1/16/2010 1:00,26.0,0.0,18.4,2,283.0,10.3,38.3,80.25
1/16/2010 2:00,26.0,0.0,14.8,2,280.0,10.5,27.5,78.64
1/16/2010 4:00,25.2,0.0,15.4,2,270.0,10.3,48.3,83.82
1/16/2010 5:00,25.0,0.0,16.6,2,270.0,10.5,27.5,83.45
1/16/2010 6:00,25.0,0.0,16.6,2,260.0,10.5,27.5,83.45
1/16/2010 7:00,26.1,0.0,22.3,2,270.0,10.3,31.7,83.58
1/16/2010 9:00,29.0,0.0,24.1,2,270.0,10.5,50.0,70.11
1/16/2010 10:00,30.7,0.0,31.3,1,280.0,10.0,80.0,65.91
1/16/2010 11:00,30.0,0.0,29.5,2,290.0,10.5,50.0,66.18
1/16/2010 12:00,29.0,0.0,37.1,2,300.0,10.5,50.0,65.98
1/16/2010 13:00,29.1,0.0,29.5,1,300.0,10.0,100.0,68.02
1/16/2010 14:00,29.0,0.0,31.3,2,300.0,10.5,50.0,65.98
1/16/2010 15:00,29.0,0.0,27.7,2,300.0,10.5,50.0,70.11
1/16/2010 16:00,29.0,0.0,24.1,2,300.0,10.3,66.6,67.73
1/16/2010 17:00,28.0,0.0,24.1,1,300.0,10.5,89.0,74.3
1/16/2010 18:00,28.0,0.0,20.5,1,300.0,10.5,89.0,69.92
1/16/2010 19:00,26.9,0.0,16.6,1,290.0,10.0,100.0,80.2
1/16/2010 20:00,26.0,0.0,13.0,2,280.0,10.5,50.0,78.64
1/16/2010 21:00,26.0,0.0,14.8,2,280.0,8.0,50.0,83.57
1/16/2010 22:00,26.0,0.0,18.4,2,280.0,10.3,66.6,80.26
1/16/2010 23:00,26.0,0.0,16.6,2,280.0,10.5,50.0,78.64
1/17/2010 0:00,26.0,0.0,16.6,2,260.0,10.5,50.0,78.64
1/17/2010 1:00,26.0,0.0,22.3,2,280.0,10.3,63.3,80.73
1/17/2010 4:00,25.1,0.0,16.6,2,270.0,10.3,48.3,84.83
1/17/2010 6:00,25.0,0.0,16.6,2,270.0,10.5,27.5,83.45
1/17/2010 7:00,26.0,0.0,16.0,2,280.0,8.0,48.3,80.73
1/17/2010 8:00,27.0,0.0,20.5,2,270.0,9.0,27.5,74.14
1/17/2010 10:00,30.2,0.0,29.5,1,270.0,10.0,80.0,67.02
1/17/2010 11:00,30.0,0.0,40.7,2,280.0,10.5,27.5,62.28
1/17/2010 12:00,30.0,0.0,37.1,2,280.0,10.5,27.5,62.28
1/17/2010 13:00,30.1,0.0,31.3,2,290.0,10.3,48.3,63.58
1/17/2010 14:00,30.0,0.0,35.3,2,290.0,10.5,27.5,62.28
1/17/2010 15:00,30.0,0.0,27.7,2,310.0,10.5,27.5,66.18
1/17/2010 16:00,30.0,0.0,24.1,2,300.0,10.3,45.0,65.99
1/17/2010 17:00,30.0,0.0,24.1,2,300.0,10.5,27.5,66.18
1/17/2010 18:00,29.0,0.0,20.5,2,290.0,10.5,27.5,65.98
1/17/2010 19:00,28.2,0.0,18.4,2,300.0,10.3,45.0,74.78
1/17/2010 20:00,27.0,0.0,13.0,2,300.0,10.5,27.5,78.78
1/17/2010 21:00,27.0,0.0,18.4,2,280.0,10.5,27.5,78.78
1/17/2010 22:00,26.3,0.0,11.2,2,290.0,10.3,48.3,83.6
1/17/2010 23:00,26.0,0.0,11.2,2,290.0,10.5,27.5,83.57
1/18/2010 0:00,26.0,0.0,11.2,2,270.0,9.0,27.5,83.57
1/18/2010 1:00,26.0,0.0,13.0,2,270.0,9.0,48.3,80.26
1/18/2010 2:00,26.0,0.0,16.6,2,260.0,8.0,27.5,78.64
1/18/2010 3:00,25.0,0.0,11.2,2,270.0,8.0,27.5,83.45
1/18/2010 4:00,25.1,0.0,9.4,2,270.0,8.0,48.3,84.32
1/18/2010 5:00,25.0,0.0,11.2,2,270.0,8.0,27.5,83.45
1/18/2010 6:00,25.0,0.0,5.4,2,260.0,7.0,27.5,83.45
1/18/2010 7:00,26.9,0.0,11.2,2,260.0,10.3,38.3,79.4
1/18/2010 8:00,28.0,0.0,16.6,1,260.0,10.5,89.0,74.3
1/18/2010 9:00,29.0,0.0,18.4,1,270.0,10.5,89.0,65.98
1/18/2010 10:00,29.3,0.0,20.5,1,270.0,10.3,89.3,66.72
1/18/2010 11:00,30.0,0.0,25.9,2,280.0,10.5,50.0,62.28
1/18/2010 12:00,31.0,0.0,20.5,2,290.0,10.5,27.5,66.38
1/18/2010 13:00,32.9,0.0,18.4,2,260.0,10.3,60.0,59.0
1/18/2010 14:00,33.0,0.0,24.1,2,280.0,10.5,50.0,52.52
1/18/2010 15:00,32.0,0.0,20.5,2,290.0,10.5,50.0,59.04
1/18/2010 16:00,32.9,0.0,25.9,2,270.0,10.3,60.0,52.7
1/18/2010 18:00,30.0,0.0,18.4,2,300.0,10.5,27.5,62.28
1/18/2010 19:00,27.0,0.0,3.6,2,250.0,10.5,27.5,65.56
1/18/2010 20:00,26.0,0.0,9.4,2,230.0,10.5,50.0,78.64
1/18/2010 21:00,26.0,0.0,5.4,2,220.0,10.5,27.5,73.97
1/18/2010 22:00,26.2,0.0,0.0,2,0.0,10.3,45.0,78.99
1/18/2010 23:00,27.0,0.0,9.4,2,270.0,10.5,27.5,69.74
1/19/2010 0:00,27.0,0.0,7.6,2,250.0,10.5,50.0,74.14
1/19/2010 1:00,26.2,0.0,7.6,2,260.0,10.3,60.0,79.47
1/19/2010 2:00,26.0,0.0,5.4,2,270.0,10.5,27.5,78.64
1/19/2010 4:00,25.2,0.0,9.4,2,270.0,8.0,63.3,84.33
